num,                                                                                                                                             text,      screenName,retweetCount,retweeted,longitude,latitude
204,                                   0_0 ?@WOWFactsOfLife: The amount of caffeine found in a cup of coffee can relieve depression by close to 60%.?,      CaraElbeth,0,FALSE,       NA,      NA
205,                                                                         I got this new Carmel mocha coffee cream and it tastes so good right now,   lucipurrrmeow,0,FALSE,       NA,      NA
206,                                                                                                                       This coffee made me sleepy,        isaROZAY,0,FALSE,       NA,      NA
207,                                        RT @MrT1M: It's impressive how slow I can drink a cup of coffee when I?m in full-on procrastination mode.,         TheRolo,2,FALSE,       NA,      NA
208,"                                                       Like I'm sorry food, but you've been replaced with better things, like coffee and alcohol.",  pisssyprincess,1,FALSE,       NA,      NA
209,                                                                                                           The scene in Thor with the coffee cup?,         Emmairl,0,FALSE,       NA,      NA
210,                                                              Right Center is filled with coffee. Maxwells House!! @JustinMaxwell27 #RoyalsSocial,      CoachChief,0,FALSE,       NA,      NA
211,                                                     Aleka and I once mixed chocolate &amp, caramel coffee creamer with milk. And it was SO GOOD.,        YouEnKay,0,FALSE,       NA
212,                                                                                            Maxwell House Coffee Porter #beersofthek #almoststout,   Cptn_Shortbus,0,FALSE,       NA,      NA
213,                                    @Baseball4Lifee6 I hate McDonalds coffee. How many creams? How many sugars? Just make the fucking coffee. lol,         PIRFCT1,0,FALSE,       NA,      NA
214,"                                   If anyone wants to buy me a camera lens water bottle/coffee mug thing, I wouldn't mind having one. #JustSaying",  JackieSutton94,0,FALSE,       NA,      NA
215,      RT @wilw: And we have a beer flight winner. ? Drinking an Eugene Coffee Porter by @revbrewchicago at @fischmanliquors ? http://t.co/Vb6AF8?,     CallieDyess,3,FALSE,       NA,      NA
216,         RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.,       olyfrosty,42,FALSE,       NA,      NA
217,"     RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?",     NotFakeMike,1600,FALSE,       NA,      NA
218,                                                      Free Sample of a single cup of Gevalia Coffee http://t.co/DKZUWb8jne http://t.co/e7gjmE2B50,  freebiecorner1,0,FALSE,       NA,      NA
219,                                           #SharkafterDark question for the host how long did it take to build your shark coffee table #SharkWeek,    jacobrules23,0,FALSE,       NA,      NA
220,                                                                                                         I think I'll have another cup of coffee., ReverentSilence,0,FALSE,       NA,      NA
221,     Remember the Italian Cream Iced Coffee recipe? Well I tweaked it a little and am making @ZokuHQ pops with it tonight! http://t.co/Ea1T0HtNaV,  mathewsbambina,0,FALSE,       NA,      NA
222,"     Senior March tmw morning at 7:25 A.M. in the SENIOR lot. Get up early, make yo coffee/breakfast, cus this will only happen once in your life",      bryzy_brib,1,FALSE,       NA,      NA
223,                                                                                                            Me and this iced coffee for the night,         antboy_,0,FALSE,       NA,      NA
224,"                                                     Cup of coffee in the morning, bottle of beer in the evening, you frame my day so pleasurably",        AndyHieb,0,FALSE,       NA,      NA
225,"                                                                                                                Iced coffee, donuts &amp; cookies",      HayMelanie,0,FALSE,       NA,      NA
226,                                                      Kala Said Ms Yu Betta Get Her She Jus Threw Coffee On Me 2.5 Secs Later She Was On Da Floor,       AyeeShaee,0,FALSE,       NA,      NA
227,"                         Also, dogs aren't smart enough to dip the donut in the coffee and then eat the part that's been dipped. #ladyandthetramp",  purplefluffy99,0,FALSE,       NA,      NA
228,              RT @CoffeeQuest: A coffee tree affected by 'Roya' . Central America's production is estimated to be down 15% due to this. http://t?,         HIflyer,1,FALSE,       NA,      NA
229,                                          RT @Eliana_Magallan: @HyrumGraph coffee and tea and the java and me! A cup a cup a cup a cup a cup BOY!,      HyrumGraph,1,FALSE,       NA,      NA
230,                             If anyone ever wants to get into my good graces... froyo is the way to go! Or coffee. I can never have enough coffee, AnaisWantsPeace,0,FALSE,       NA,      NA
231,                                                   Nothing more special than a cup of tea mixed with a teaspoon of coffee to start the day..tgif!,      jessicapsh,0,FALSE,       NA,      NA
232,                                       #LakeGeneva #LakeMichigan #Milwaukee #fireflies #AmericanHighSchoolFootball #burgers #coffee #salsadancing,     SAchrisINuk,0,FALSE,       NA,      NA
